#gene_id	RNF43_G659fs_4	RNF43_G659fs_3	RNF43_G659fs_2	RNF43_G659fs_1	RNF43_WT_2	RNF43_WT_3	RNF43_WT_1	RNF43_WT_4	GFP_1	RNF43_R117fs_4	GFP_3	GFP_2	RNF43_R117fs_1	GFP_4	RNF43_R117fs_3	RNF43_R117fs_2
PLAUR	3.444349	3.4885839999999995	3.4561260000000003	3.3272489999999997	3.21789	3.1329439999999997	3.136115	3.047057	3.30729	3.7823910000000005	3.554378	3.505642	2.994323	3.638197	3.732506	3.350207
PLBD2	4.499689	4.213623	4.222379	4.271585	4.154139	4.363027	4.043012	4.2382	4.326561	4.175335	3.9534529999999997	3.9442809999999997	4.215977	4.1611970000000005	3.933672	4.120482
PLCB1	3.243261	3.1406400000000003	3.278349	3.196453	3.2967760000000004	3.4138010000000003	3.3723919999999996	3.5869370000000003	3.356979	3.123675	3.569778	3.2656549999999998	3.496061	3.159697	3.07782	3.532483
PLCB2	0.25583	0.906899	0.379739	0.0	0.5288510000000001	0.527401	0.199597	0.20258800000000002	0.0	1.4812379999999998	0.0	0.0	0.0	0.0	1.3174860000000002	0.0
PLCB3	4.338394999999999	4.289269	4.120388	4.257492	4.26262	3.9447970000000003	3.975227	4.03147	4.458007	4.6135839999999995	4.145849	4.334182	4.4057319999999995	4.236498	4.160311	3.838713
PLCB4	2.2413689999999997	2.078808	2.000941	2.028019	2.0233849999999998	2.48602	2.016205	2.23731	1.98902	2.393894	2.38184	2.687677	2.312681	2.5471470000000003	2.299588	2.184629
PLCD1	2.116389	2.34288	2.261253	2.242407	2.290069	2.758059	2.460987	2.691209	3.1268540000000002	2.662641	2.04778	2.8730290000000003	2.5185009999999997	2.829469	2.826577	3.093864
PLCD3	6.8957	6.833907000000001	6.922194	6.831121	6.800783	6.58639	6.759305	6.875514	6.9449380000000005	7.059653	6.6637960000000005	6.732848	6.791739999999999	6.597499000000001	6.380106	6.518795
PLCD4	2.964649	2.879107	3.01025	3.286707	2.4929349999999997	2.7450080000000003	2.465789	2.913836	2.749692	3.041571	3.185	3.5131360000000003	3.1680580000000003	3.078995	3.337735	3.18368
PLCE1	2.469173	2.10833	1.978089	2.094889	2.243741	2.14455	2.081886	2.346797	2.267985	1.741112	2.1298880000000002	1.7476919999999998	2.258101	1.9862790000000001	2.0171240000000004	2.217705
PLCG1	5.9340980000000005	6.16069	6.06493	5.940867	5.940294000000001	5.834715	5.968736	5.870757	5.986314	5.872917	6.049253	6.022147	5.914999	6.025019	5.997669999999999	6.099213
PLCG2	2.035007	2.097797	2.4856599999999998	2.243751	2.471679	2.268688	2.577861	2.568534	2.250642	2.8328189999999998	2.2430830000000004	2.3543689999999997	2.279083	2.150862	2.4098759999999997	2.4448950000000003
PLCH1	1.785777	1.873125	1.8402169999999998	1.712918	1.710996	1.583656	1.3481610000000002	2.0051930000000002	2.013093	2.010405	1.993022	1.8340299999999998	1.6793799999999999	2.396401	2.289195	2.276916
PLCL1	0.943614	0.83639	0.9708469999999999	0.6692670000000001	0.673841	0.7375970000000001	0.750333	0.5836140000000001	0.5998680000000001	0.378023	0.699912	0.931017	0.659982	1.044158	0.8514370000000001	0.704341
PLCL2	2.9394869999999997	2.993287	3.072973	2.954613	3.0043330000000004	3.02495	3.039042	3.000261	3.1989389999999998	2.715491	3.401301	3.295204	3.092302	3.408125	3.1539349999999997	3.294522
PLCXD1	5.661715	5.553275	5.874821	5.544771	5.466639	5.591147	5.674812	5.458696	6.047114	6.50226	6.070787999999999	5.849142	5.967153	6.057283	6.021348000000001	5.966458
PLCXD2	1.109153	1.214321	1.033074	0.964657	0.9539	1.001226	0.8242200000000001	0.9479879999999999	1.019587	0.744747	1.215167	1.225525	0.838413	1.126557	1.158167	1.310422
PLD1	2.629218	2.785627	2.7462169999999997	2.9443490000000003	2.613752	3.216032	2.958744	2.859882	2.968608	3.097913	2.778043	3.101085	3.024465	2.948409	3.048433	3.21535
PLD2	4.798337999999999	4.679494	4.809591999999999	4.3798900000000005	4.209833000000001	4.667730000000001	4.351301	4.115605	4.801889	4.181189	4.605677	4.517574	4.582937	4.888803	4.651648000000001	4.177136
PLD3	8.566274	8.614643	8.457953999999999	8.735088000000001	8.514662	8.412071000000001	8.300108	8.483564	8.607204	9.079714	8.570903	8.543637	8.623181	8.49083	8.536431	8.668171000000001
PLD4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091777	0.0	0.0	0.0	0.069266	0.270903	0.0	0.0
PLD6	3.6167339999999997	3.508695	3.569418	3.686825	3.7609769999999996	3.6827419999999997	3.515801	3.7500809999999998	3.722433	3.6877660000000003	3.601494	3.9126790000000002	3.700251	3.9105309999999998	3.837025	3.77886
PLEC	3.4633589999999996	3.451456	3.268973	3.3580019999999995	3.4075849999999996	3.3020080000000003	3.144146	3.472838	3.5314980000000005	3.8478209999999997	3.3716019999999998	3.432232	3.477272	3.478171	3.302322	3.297447
PLEKHA1	5.198168	5.27304	5.257704	5.1607970000000005	5.05448	4.940123000000001	4.833002	4.920267	4.89979	4.376135	5.02498	5.004786	4.8330839999999995	5.077147	4.827791	4.950571
PLEKHA2	1.5453860000000001	1.8901270000000001	2.0405860000000002	1.50835	1.921089	2.191969	1.951312	2.018503	1.882109	1.645493	2.028637	2.364703	2.1732869999999997	1.997711	1.708897	1.7282799999999998
PLEKHA3	3.435779	3.664967	3.85195	3.7226220000000003	3.73821	3.616268	3.540601	3.9003550000000002	3.8154209999999997	3.585121	3.8667540000000002	3.773589	3.372935	3.532376	3.763783	3.844319
PLEKHA4	4.1222330000000005	4.085076	4.317399	3.8219239999999997	3.897908	3.971775	3.7141879999999996	3.8373169999999996	4.186684	4.697108999999999	4.0531690000000005	4.2760370000000005	3.634874	4.588649	4.490248	4.103835
PLEKHA5	3.7569209999999997	3.833429	3.838626	3.690717	3.8128940000000004	3.839697	3.805997	3.7586440000000003	3.997939	3.6061699999999997	4.023263	3.950106	3.7951339999999996	4.0463830000000005	3.8865260000000004	3.848293
PLEKHA6	2.652541	1.665994	1.884047	2.000671	1.752518	0.76184	1.1273309999999999	1.250791	1.6783310000000002	2.860979	0.407661	1.3598430000000001	1.118627	1.419979	1.326893	1.672162
PLEKHA7	2.65068	2.369231	2.7638439999999997	2.687637	2.485036	2.4519849999999996	2.850609	2.619383	2.85728	2.9462349999999997	2.946894	2.992125	2.5731330000000003	2.867206	2.769238	2.619177
PLEKHA8	3.919025	3.8548839999999998	4.072366000000001	3.755432	3.591326	3.890371	3.540193	3.723404	3.867544	3.400879	3.9282410000000003	3.8261529999999997	3.9380260000000002	4.0527120000000005	3.7913050000000004	3.938769
PLEKHA8P1	2.985039	3.471541	3.0728	3.7606550000000003	3.3717349999999997	3.160284	2.715783	3.003688	2.2866880000000003	1.987011	3.2462590000000002	2.907073	2.736981	2.241956	3.164934	2.336429
PLEKHB1	3.9448440000000002	3.9855389999999997	4.163297	4.1058069999999995	3.8918839999999997	3.8698900000000003	3.805482	3.8872709999999997	4.000677	4.698347	4.046123000000001	3.984875	4.108867	4.336551	3.8839	3.920206
PLEKHB2	4.754891000000001	4.852984999999999	4.761051999999999	4.673144000000001	4.695593	4.586296	4.3247089999999995	4.610224	4.692719	4.327933	4.826859	4.900414	4.457363	5.050814	4.782551	4.625298
PLEKHF1	2.555018	2.531807	2.625394	2.638776	2.784766	2.739028	2.6739610000000003	2.707825	2.769612	3.246587	2.584142	2.891944	2.638681	2.844033	2.641227	2.987781
PLEKHF2	2.9938569999999998	2.959143	3.067599	3.01491	3.2076	3.018206	2.901471	3.005958	3.221172	2.360752	3.2200450000000003	3.58293	2.809609	3.55263	3.31885	3.178772
PLEKHG1	1.566172	1.982434	1.9659240000000002	1.371011	1.6761270000000001	2.008002	2.209231	2.074649	1.7314619999999998	2.044825	1.974568	1.9394209999999998	2.200215	1.432146	1.952152	2.283728
PLEKHG2	4.591529	4.463291000000001	4.4193489999999995	4.509702	4.071052	4.638276	3.999486	4.455062	4.388412000000001	4.496332	4.050851000000001	4.215918	4.159984	4.0895410000000005	4.5119489999999995	4.421222
PLEKHG3	3.94461	3.77041	3.754438	3.755186	3.635594	3.699178	3.6242629999999996	3.700623	4.018407	3.9763599999999997	3.903803	3.9675290000000003	3.846659	4.060932	3.6396339999999996	3.756883
PLEKHG4	4.880946	4.955141	4.935118	5.135656	5.097551	5.287001999999999	5.329145	5.417488	5.6130580000000005	5.639602	5.381033	5.1197989999999995	5.524141	4.836362	5.077164	5.241956
PLEKHG4B	0.448258	0.280055	0.578843	0.28889000000000004	0.510945	0.202285	0.0	0.6083390000000001	0.259471	0.437759	0.7037479999999999	0.0	0.642883	0.50459	0.434501	0.137699
PLEKHG5	2.768432	2.790233	2.882662	2.632564	2.6152919999999997	2.6602490000000003	2.7000349999999997	2.6567380000000003	3.002622	3.1216909999999998	2.791035	2.860996	2.765104	3.100802	2.8558169999999996	2.7127369999999997
PLEKHH1	4.215204	3.95586	4.0285459999999995	3.9399309999999996	3.854921	4.041126	3.780669	3.7426809999999997	3.81711	4.007453	3.862288	3.6555129999999996	3.8501019999999997	3.8793370000000005	3.747218	3.915371
PLEKHH2	2.603744	2.84636	2.554311	2.331075	2.688231	2.4836669999999996	2.4856599999999998	2.4487959999999998	2.9857259999999997	2.193602	3.230487	2.882336	2.4301220000000003	2.997364	2.937711	2.82388
PLEKHH3	5.20887	5.47645	5.525644000000001	5.3246400000000005	5.137164	5.186096	5.163519	5.33922	5.504765	5.816393	5.49364	5.597708	5.277251000000001	5.84748	5.517405999999999	5.517753
PLEKHJ1	6.712453	6.696942	6.722129	6.620972	6.539746	6.515274	6.528049	6.464805	6.760413000000001	6.961023	6.713585000000001	6.6473960000000005	6.585380000000001	6.681037	6.4579260000000005	6.561995
PLEKHM1	3.123118	3.320033	3.122404	3.131263	2.998616	2.997607	2.6561619999999997	2.6859189999999997	3.7155709999999997	3.205659	3.324793	3.2269330000000003	2.896132	3.603136	3.207336	3.0652939999999997
PLEKHM1P1	3.4596120000000004	3.3244059999999998	3.294314	3.098776	2.9370119999999997	3.135312	3.038377	2.97824	3.535419	3.64079	3.591757	3.505121	3.1775740000000003	3.6787400000000003	3.6063199999999997	3.5002419999999996
PLEKHM2	5.356935	5.384578	5.414525	5.379387	5.320933999999999	5.247209	5.318446	5.368635	5.498183999999999	5.89285	5.364463	5.468776999999999	5.507172	5.471208	5.291322	5.451708999999999
PLEKHM3	2.530759	2.795383	2.520455	2.617125	2.336157	2.359803	2.296807	2.366473	2.695705	2.432631	2.754422	2.7843259999999996	2.537846	2.8317490000000003	2.7033709999999997	2.751066
PLEKHO1	5.3157	5.3044139999999995	5.350469	5.272353	5.198794	5.091031	4.98729	5.145237	5.232266	5.354456	5.344767	5.337946	4.950137000000001	5.645232	4.970956	4.997668
PLEKHO2	1.4630889999999999	1.611182	1.350904	1.290961	1.446468	1.4915200000000002	1.406662	1.506896	1.671361	1.425606	1.449133	1.5846790000000002	1.308699	1.719271	1.315995	1.405508
PLGLB1	1.202339	1.162094	0.524625	1.316435	1.1755149999999999	0.9308799999999999	1.136927	0.532842	1.4147370000000001	1.078478	1.437941	1.166368	1.457194	1.5049350000000001	1.733584	1.575165
PLGRKT	2.9157490000000004	2.77556	2.745048	3.109546	3.280404	3.1668689999999997	3.177459	3.24715	2.720132	3.092236	3.233167	2.815559	3.1186689999999997	3.021188	3.095183	3.13518
PLIN1	0.0	0.0	0.394443	0.0	0.0	0.0	0.0	0.0	0.282547	0.0	0.535939	0.5019640000000001	0.0	0.714662	0.657112	0.617178
PLIN2	4.7507589999999995	4.832871	4.815944	4.806357	4.943189	5.021925	4.948151	5.028872	5.268624	4.944195	5.237668	5.3005379999999995	5.001806	5.399014	5.082214	5.088198
PLIN3	4.809435	4.801983	4.770139	4.662033999999999	4.668117	4.748638	4.4688	4.645808000000001	4.920024	5.0967910000000005	4.802617	5.154829	4.677414	5.135459	4.848044	4.625989
PLIN4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21912800000000002	0.0	0.0	0.069203	0.0	0.205211	0.0	0.0
PLIN5	1.035485	1.4594260000000001	0.730563	0.719529	0.21073000000000003	0.5992270000000001	1.01369	0.724414	0.9467899999999999	0.881393	0.8372430000000001	0.9870260000000001	0.186363	0.8876129999999999	0.712797	1.168313
PLK1	7.062564	7.053902000000001	7.083326	6.926242	7.2131300000000005	7.018058	6.865869	7.090383	6.994330000000001	6.941408	6.952814999999999	7.271282000000001	6.700456	7.320988000000001	6.851361	6.688261
PLK2	3.1166110000000002	2.7576680000000002	2.985408	2.5463310000000003	3.4479599999999997	2.929289	2.900064	3.208202	3.4123019999999995	3.241716	3.27832	3.7875379999999996	2.840125	4.080317	3.9265790000000003	3.5403800000000003
PLK3	2.183539	2.3432150000000003	2.249302	2.1403630000000002	2.498543	2.346348	2.204646	2.183511	2.695024	2.391639	2.549002	3.034939	2.057786	3.207574	2.940506	2.935793
PLK4	5.12774	5.090569	5.043639	5.180436	5.0318830000000005	5.171389	5.186861	5.213072	5.438651999999999	4.9825550000000005	5.349169	5.523418	5.257683999999999	5.57015	5.239767	5.163473000000001
PLK5	0.226348	0.456491	0.613139	0.0	0.686875	0.0	0.0	0.0	0.203344	0.735801	0.30754000000000004	1.199707	0.020447	0.663797	0.625237	1.395693
PLLP	3.7542379999999995	3.6961910000000002	4.031109	3.27288	3.8925199999999998	3.8162559999999996	3.2267490000000003	3.267692	4.435476	5.07223	2.968299	3.49592	3.6127879999999997	3.7408940000000004	4.108162999999999	3.833543
PLOD1	5.711997	5.645765	5.759139	5.6184769999999995	5.591862	5.347079	5.331715	5.455223999999999	5.451122	5.674507	5.409781	5.561882	5.509066000000001	5.600326	5.431858	5.288441000000001
PLOD2	5.096956	5.378296	5.37099	5.260039	5.166688	5.079378	4.9684040000000005	5.150657	5.112668	4.58555	5.200844999999999	5.164467	5.100688	5.16986	5.29865	5.263547
PLOD3	5.785965	5.680758	5.894455000000001	5.7041319999999995	5.675162	5.6327169999999995	5.56629	5.535753	5.7792449999999995	6.0449980000000005	5.64887	5.78631	5.772744	5.904489	5.85757	5.781249
PLP2	4.902527	4.923378	4.956236	4.796541	4.7812470000000005	4.85867	4.848545	4.896252	4.900505	4.753301	4.9100220000000006	4.9813089999999995	4.943199	5.059927	4.687514	4.592224
PLPP1	3.6853550000000004	3.934546	3.8677620000000004	3.841539	3.53114	3.580227	3.2357869999999997	3.4564410000000003	3.16476	3.645312	3.47873	3.421218	3.532896	3.301417	3.5168519999999996	3.77075
PLPP2	0.0	0.48927299999999996	0.0	0.0	0.0	0.0	0.0	0.070496	0.129949	0.0	0.0	0.35457	0.0	0.0	0.216398	0.07421900000000001
PLPP3	2.92163	2.713145	2.736696	2.678236	3.001983	2.5769599999999997	2.364411	2.688114	2.4646	2.456848	2.5830889999999997	2.5390189999999997	2.460223	2.506687	2.5800419999999997	2.6447119999999997
PLPP4	1.466783	1.4094870000000002	1.46621	1.266833	1.4050559999999999	1.608235	1.06354	1.046535	1.231249	1.392991	0.805595	0.9122309999999999	0.8189029999999999	1.126867	0.793103	1.082541
PLPP5	4.768373	4.359873	4.346851	4.211615	4.989135	4.875281	4.853006	4.8562449999999995	4.187912	5.068274	4.059755	3.891638	4.227483	3.820898	5.265404	5.287126
PLPP6	2.3090479999999998	2.236682	2.341175	2.344846	2.456146	2.54378	2.716839	2.520784	2.6176369999999998	2.002368	2.709352	2.355955	2.728687	2.380577	2.436865	2.6097200000000003
PLPP7	1.7813849999999998	1.507762	1.7491310000000002	1.847457	1.7395880000000001	1.8622619999999999	1.9085419999999997	2.139534	1.464796	1.8337599999999998	1.4626190000000001	1.502258	1.9861220000000002	1.396817	1.5252729999999999	1.7950810000000001
PLPPR2	4.738298	4.805142	4.852968	4.581542	4.505908	4.439457	4.1658599999999995	4.36946	5.003184	5.388866	4.775919999999999	5.058444000000001	4.649652	5.204344	5.109031	4.960726999999999
PLPPR3	4.160826	4.145485	4.364177	3.6873099999999996	3.88574	3.5240839999999998	3.199223	3.377589	3.3833050000000005	4.51368	3.528632	3.8962199999999996	3.753138	3.889328	3.5114360000000002	3.851279
PLPPR4	0.0	0.0	0.016965	0.0	0.153455	0.127064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.297215	0.05806
PLRG1	6.173282	6.205403	6.12755	6.1872169999999995	6.429222	6.376404	6.591117999999999	6.352435	6.241189	5.555136	6.3156930000000004	6.293432	6.4827010000000005	6.308861	6.321084	6.564807000000001
PLS1	4.704886	4.994597	4.908727	4.887929	4.611576	4.605534	4.367487000000001	4.810151	4.460985	4.026064	4.659819000000001	4.668876999999999	4.540031	4.541523000000001	4.875935	4.7294529999999995
PLS3	8.348892999999999	8.400576	8.386363000000001	8.413525	8.551085	8.459688	8.567548	8.463409	8.261358	7.726549	8.366717999999999	8.205774	8.463326	8.181275	8.301855999999999	8.326083
PLSCR1	4.647882	4.321553	4.665528	4.811343	4.641644	4.7181169999999995	4.942846	4.729557	4.609773000000001	4.3043059999999995	4.672764	4.713014	4.756053	4.457016	4.501918	4.475257
PLSCR4	0.991577	0.374628	0.0	0.126325	0.0	0.568237	0.169798	0.096857	0.913992	0.0	0.863217	0.553171	0.0	0.466753	0.492738	0.0
PLTP	5.183591000000001	5.03129	5.077412000000001	5.002642	5.2828669999999995	5.060002	5.127522	5.13842	4.997676	5.207409999999999	4.768845	4.968679	5.205612	4.873375	4.996395	5.01414
PLXDC1	1.468594	1.915412	1.483436	1.4411260000000001	1.6666860000000001	1.738678	1.8263189999999998	0.8282879999999999	1.781122	2.67029	1.7169259999999997	1.7191169999999998	1.743597	1.792921	1.690309	1.910351
PLXDC2	1.621361	1.500358	1.390268	1.490852	1.624564	1.5509819999999999	1.5395159999999999	1.7096939999999998	1.178135	1.43113	1.556109	1.6694240000000002	1.564651	1.4879850000000001	1.459308	1.711929
PLXNA1	5.1828330000000005	5.135807	5.03076	5.071136	4.801023000000001	5.022677	4.953027	4.973643	5.222741	5.301034	5.160945	5.039343	5.174891000000001	4.849792	4.857342	4.772441000000001
PLXNA2	1.824197	0.6110329999999999	0.745574	0.672998	0.9394319999999999	0.715584	0.497595	0.7520720000000001	0.478045	0.798183	0.72328	1.373113	0.117345	0.43668500000000005	0.394411	0.42080500000000004
PLXNA3	4.612615	4.7831790000000005	4.775761	4.715167	4.274008	4.603073	4.1718519999999994	4.491962	5.0097059999999995	5.570933	4.7444239999999995	4.830433	4.665762	4.884492	4.616244999999999	4.912082
PLXNB1	4.146225	4.288517	4.207508	3.65115	3.752365	3.507111	3.9719160000000002	3.375543	4.220165	3.6429139999999998	3.978108	3.5426629999999997	3.180927	4.575908	3.7763949999999995	3.69677
PLXNB2	5.289165000000001	5.377873999999999	5.2243949999999995	5.233676999999999	5.056915	5.27991	5.2504599999999995	5.272762	5.9863	5.602901	5.755558000000001	5.821475	5.402673	6.118856	5.206139	5.283682
PLXNB3	0.0	0.0	0.0	0.0	0.014521000000000001	0.209592	0.32135	0.6650010000000001	2.27874	0.27573800000000004	1.7805689999999998	1.716796	0.6243890000000001	2.2260169999999997	0.732664	1.0160129999999998
PLXNC1	0.0	0.68688	0.0	0.0	0.0	0.010385	0.0	0.375054	0.0	0.30803200000000003	0.0	0.0	0.0	0.786762	0.0	0.0
PLXND1	4.935237	4.818531	5.030039	4.380922	4.3189839999999995	4.470867	3.9118800000000005	4.621314	4.602874	4.782217	4.354871	4.747821	4.252785	4.879808000000001	4.557675	4.252114
PM20D2	5.185498	5.369191000000001	5.2728779999999995	5.377974	5.192194000000001	5.245545	5.286663	5.187178	5.159686	4.448478	5.313532	5.135683	5.242312999999999	5.117894000000001	4.999021	5.232223
PMAIP1	8.048966	8.178382000000001	8.113819	8.116972	7.9574240000000005	7.771586999999999	7.695784	7.773339	7.312014	6.916346000000001	7.494064999999999	7.448416	7.444491	7.314868	7.81763	7.827594
PMEL	2.415676	3.068636	3.167925	2.431819	2.335471	2.522222	1.878281	2.019688	2.205741	2.191072	2.334901	2.957806	2.057084	2.4689080000000003	2.298269	2.599853
PMEPA1	3.5378529999999997	3.201131	3.120726	3.4054900000000004	2.966191	3.041274	2.942858	3.126298	3.024659	3.3098339999999995	3.122303	2.682702	3.196471	3.394142	3.198223	3.4463690000000002
PMF1	6.72432	6.6879539999999995	6.661721000000001	6.641916	6.756122	6.712942	6.707953999999999	6.730448	6.674111999999999	6.706071000000001	6.591133	6.601924	6.639773	6.626582000000001	6.605891000000001	6.541679
PMF1-BGLAP	3.3057239999999997	3.038902	3.177666	3.4389309999999997	2.956328	3.3384339999999995	2.986915	3.098804	3.414772	3.422482	2.7985450000000003	3.5105800000000005	3.078927	3.4952019999999995	3.167929	3.379144
PMFBP1	1.411014	1.354935	1.214013	1.094775	1.486532	1.188806	1.380131	1.153286	1.142594	1.466539	1.9809880000000002	1.150099	1.341027	1.7162060000000001	1.270943	1.299592
PML	4.182009	4.104661	4.134537	4.153581	4.046384	4.044069	4.101871	4.163304	4.353683	4.583666	4.398179	4.541024	4.4531279999999995	4.5838339999999995	4.48639	4.352479
PMM1	5.083039	5.016886	4.948443	4.7888150000000005	4.988937	4.9367529999999995	4.966362	5.043912000000001	5.427745	5.242489	5.256662	5.457572	4.990813	5.578757	5.122637	4.988758
PMM2	4.418206	4.324056	4.317041000000001	4.393326	4.510592	4.44351	4.3591809999999995	4.561013	4.39674	4.217817	4.421603	4.371716999999999	4.240062	4.507833	4.448137	4.527475
PMP22	3.6738269999999997	3.765729	3.7388339999999998	3.617353	3.70909	3.567021	3.634189	3.573236	3.5145160000000004	3.538237	3.546762	3.6282089999999996	3.609347	3.515799	3.283643	3.315177
PMPCA	6.1365099999999995	6.082068	6.072947	5.933123999999999	6.056043	5.974553	5.861975	5.918277	6.024356	6.0928059999999995	5.964055	6.077188	5.899738	6.025856	6.10652	5.999849
PMPCB	6.613542	6.512375	6.4858150000000006	6.532147	6.699047	6.748807000000001	6.833029	6.715625999999999	6.666003999999999	6.11871	6.7175020000000005	6.691388000000001	6.692886	6.681388	6.585499	6.690144999999999
PMS1	4.850807	4.824924	4.8406	4.9452419999999995	4.89025	4.508235	4.807216	5.014908999999999	4.828685	5.254364	4.5727519999999995	5.07435	4.956311	5.176431	5.324047	5.059868
PMS2	3.646572	3.8021519999999995	3.608771	3.836669	3.815867	3.8239900000000002	3.927147	3.836295	4.059806	3.599493	3.9484239999999997	3.88075	3.776407	3.9744550000000003	3.6707980000000004	3.8442160000000003
PMS2CL	3.10127	3.074757	3.2005	3.244313	3.2323	3.4089980000000004	3.328039	3.329762	3.583769	3.715722	3.816412	3.7211230000000004	3.257908	3.7312199999999995	3.334851	3.689268
PMS2P1	2.3887099999999997	2.6257330000000003	2.501103	2.707838	2.783102	2.8868150000000004	2.65005	2.6419	2.311044	2.71694	2.68575	2.425913	2.720263	2.6658880000000003	2.718601	2.731692
PMS2P10	0.0	0.0	0.076682	0.0	0.0	0.22982199999999997	0.0	0.0	0.417013	0.0	0.0	1.333824	0.0	0.41261899999999996	0.27048099999999997	0.0
PMS2P3	3.04637	2.9279610000000003	3.1791869999999998	2.988629	3.263805	3.332906	3.190521	3.4415940000000003	4.173558	3.594213	4.3529919999999995	4.400824	3.7082010000000003	4.533142	4.064254	3.952573
PMS2P4	1.401161	1.5612540000000001	1.9367759999999998	1.497292	1.7626709999999999	1.782657	1.715118	1.6535369999999998	2.016696	2.096971	2.55717	1.615489	2.4514139999999998	2.223372	2.544837	2.269359
PMS2P5	0.032905000000000004	1.778831	1.599261	1.866239	1.9764150000000003	1.920518	1.955086	1.504005	2.580428	1.78073	1.9725599999999999	2.6168419999999997	2.077021	1.6661380000000001	2.029559	1.7281380000000002
PMS2P6	2.32114	2.1011759999999997	2.4082049999999997	2.6160919999999996	2.709337	2.452074	2.6749549999999997	2.906821	3.015203	2.067109	2.824316	2.7878	2.8262959999999997	3.277939	2.434884	3.043679
PMS2P7	1.357535	0.743644	1.071584	0.666484	0.807545	1.146056	0.585482	1.177095	1.241706	1.014991	1.172667	1.733124	0.813541	0.924974	0.8997870000000001	1.35965
PMS2P9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22792600000000002	0.0	0.0	0.0	0.0	0.23246399999999998
PMVK	5.419573000000001	5.4135089999999995	5.337971	5.454011	5.296362	5.487715000000001	5.364548	5.452726999999999	5.49351	5.724076999999999	5.338011	5.268651	5.423975	5.343184	5.420314	5.457387000000001
PNCK	1.9194229999999999	2.35003	2.479003	2.618579	2.072738	2.525264	1.929888	2.2338869999999997	2.4470680000000002	3.2733950000000003	3.22174	2.7652520000000003	2.384306	2.87905	2.4307380000000003	2.834886
PNISR	6.037955	6.156378	6.184139	5.9605760000000005	6.018332	5.906671	5.929151999999999	5.586563	6.075246	5.117173	6.292535	6.112055000000001	5.946053	6.254854	6.0616699999999994	5.995294
PNKD	5.577864	5.657011	5.761754	5.544467	5.531658	5.480169	5.370253	5.509405	5.5544400000000005	6.145521	5.743625	5.572521	5.6929739999999995	5.596248	5.796436	5.702049
PNKP	6.333058	6.256533	6.300799	6.097156	6.140974	6.207668	6.159098999999999	6.146851	6.278847	6.6416699999999995	6.273575	6.057601999999999	6.325724	6.171225	6.279965	6.239732
PNLIPRP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023765
PNMA1	5.152654	5.199401	5.140693	5.132823999999999	5.2015709999999995	5.205467	5.2454730000000005	5.1603069999999995	5.421193	5.101448	5.392901	5.250893	5.28824	5.208268	5.147429	5.226077
PNMA2	3.07613	2.7331529999999997	2.924662	2.955086	3.091052	3.5314419999999997	3.289921	3.047874	3.226213	3.273592	3.4227220000000003	2.849647	3.470787	2.962109	2.690252	3.1862
PNMA6A	3.9425239999999997	3.9367699999999997	3.8835620000000004	3.9535169999999997	4.002783999999999	4.113475	4.092148	4.066244	4.3598300000000005	4.351551000000001	4.086121	4.158094999999999	4.097948000000001	4.268187	4.006387999999999	4.115499
PNMA6B	0.0	0.0	0.0	0.0	0.0	0.49427200000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNMAL1	4.780959999999999	4.7758449999999995	4.771833999999999	4.763413	4.717341	4.836789	4.835629	4.808155	4.946866	5.235345	4.964044	4.806076	5.028118	4.782525	4.772506	4.898674
PNMT	1.037382	0.808434	0.6601100000000001	1.3180610000000001	1.120889	1.241732	1.027942	0.655162	0.786626	1.222358	0.727394	1.460834	0.9672290000000001	0.8266870000000001	0.0	0.7631720000000001
PNN	6.816610000000001	6.773561	6.812292	6.727148	6.878075999999999	6.655519	6.736210000000001	6.775005999999999	6.980171	6.407945	6.9558800000000005	6.888213	6.764844999999999	7.042018	6.881474000000001	6.911785000000001
PNO1	4.976396	4.804689	4.872607	4.950195	5.039353	4.9546019999999995	4.9678629999999995	5.149768	4.71491	5.026014	4.825933999999999	5.06086	4.758845	5.073754	5.314012	5.102397
PNP	6.811567999999999	6.759277	6.802860000000001	6.646772	6.908783000000001	6.7404660000000005	6.5169	6.791632000000001	6.402768	6.48712	6.363009	6.353025	6.424955000000001	6.3708849999999995	6.794461	6.686906
PNPLA2	6.124067	6.2609129999999995	6.31257	6.01884	6.084085	5.966242	6.170909	5.991815	6.23198	6.474563	6.192747	6.099807	6.065074	6.248639	5.986841	5.992156
PNPLA3	3.193044	3.237884	2.918558	2.981688	2.940578	2.711864	2.5804139999999998	2.706131	2.829848	3.0834200000000003	2.6057099999999997	2.7837419999999997	2.734997	3.004802	2.736434	2.645899
